,State,Downs,FGMade,FGMiss,FUM,INT,PUNT,SAF,TD,Frequency,E[Plays Remaining],Markov EP,Recursive EP,Regressive EP,Down,DTG,Ydline
621,0.0447,0.0625,0.6781,0.0001,0.1126,618.0,4.52,0.99,0.07,-0.44,3.0,5.0,74.0,3-5-78,0.0169,0.063,0.0141
622,0.041,0.0771,0.6844,0.0003,0.1033,204.0,4.72,0.91,-0.04,-0.69,3.0,5.0,78.0,3-5-82,0.0154,0.059,0.0131
623,0.0511,0.1039,0.6383,0.0056,0.1136,198.0,4.75,0.96,-0.01,-0.94,3.0,5.0,82.0,3-5-86,0.0122,0.0468,0.0104
624,0.0364,0.0564,0.7522,0.0022,0.0834,119.0,4.51,0.72,-0.23,-1.18,3.0,5.0,86.0,3-5-90,0.0159,0.0359,0.0079
625,0.0457,0.0452,0.7481,0.0323,0.069,99.0,4.2,0.52,-0.42,-1.43,3.0,5.0,90.0,3-6-10,0.024,0.5352,0.0565
626,0.0169,0.0216,0.0008,0.0,0.3451,232.0,2.39,4.01,3.84,3.43,3.0,6.0,10.0,3-6-14,0.0309,0.5497,0.0769
627,0.0268,0.0303,0.0014,0.0,0.2841,204.0,2.45,3.63,3.39,3.18,3.0,6.0,14.0,3-6-18,0.0301,0.488,0.0945
628,0.0243,0.0479,0.0043,0.0,0.3109,228.0,2.91,3.63,3.34,2.94,3.0,6.0,18.0,3-6-2,0.0318,0.5583,0.0276
629,0.0175,0.0425,0.0003,0.0,0.322,304.0,1.84,3.92,3.73,3.81,3.0,6.0,2.0,3-6-22,0.0418,0.4735,0.1375
630,0.0258,0.0334,0.0281,0.0001,0.2598,253.0,3.07,3.23,2.88,2.69,3.0,6.0,22.0,3-6-26,0.0529,0.367,0.1354
631,0.046,0.0733,0.0749,0.0,0.2505,239.0,3.26,2.85,2.32,2.44,3.0,6.0,26.0,3-6-30,0.0748,0.3206,0.1036
632,0.0346,0.0541,0.1338,0.0,0.2784,255.0,3.56,2.91,2.39,2.2,3.0,6.0,30.0,3-6-34,0.0859,0.2174,0.0651
633,0.0305,0.0438,0.3082,0.0,0.2488,250.0,3.87,2.39,1.76,1.95,3.0,6.0,34.0,3-6-38,0.0604,0.139,0.0323
634,0.0427,0.0752,0.4525,0.0,0.1979,321.0,3.7,1.8,1.01,1.71,3.0,6.0,38.0,3-6-42,0.0509,0.1389,0.0305
635,0.0443,0.055,0.4846,0.0,0.1956,337.0,3.93,1.78,1.01,1.46,3.0,6.0,42.0,3-6-46,0.0359,0.1182,0.0268
636,0.0386,0.0681,0.5313,0.0,0.1811,352.0,4.0,1.62,0.81,1.21,3.0,6.0,46.0,3-6-50,0.0401,0.1102,0.0249
637,0.0658,0.047,0.5591,0.0,0.1529,376.0,4.04,1.4,0.55,0.97,3.0,6.0,50.0,3-6-54,0.035,0.1042,0.0233
638,0.0416,0.0466,0.5933,0.0,0.156,400.0,4.22,1.4,0.57,0.72,3.0,6.0,54.0,,,,3-6-58
639,0.0254,0.0926,0.0206,0.0378,0.0564,0.6209,0.0001,0.1462,443.0,4.18,1.3,0.44,0.47,3.0,6.0,58.0,3-6-6
640,0.0443,0.5579,0.0251,0.0168,0.0382,0.0001,0.0,0.3175,222.0,1.97,3.89,3.7,3.7,3.0,6.0,6.0,3-6-62
641,0.0265,0.0876,0.0196,0.0568,0.0551,0.6242,0.0001,0.1301,466.0,4.38,1.17,0.28,0.23,3.0,6.0,62.0,3-6-66
642,0.0215,0.0818,0.018,0.0523,0.0662,0.6309,0.0002,0.1292,418.0,4.44,1.15,0.24,-0.02,3.0,6.0,66.0,3-6-70
643,0.0189,0.075,0.0163,0.0452,0.0678,0.6489,0.0001,0.1278,352.0,4.43,1.12,0.21,-0.26,3.0,6.0,70.0,3-6-74
644,0.0219,0.0605,0.0134,0.0452,0.0619,0.6889,0.0001,0.1082,580.0,4.24,0.94,0.0,-0.51,3.0,6.0,74.0,3-6-78
645,0.0185,0.059,0.0131,0.051,0.0658,0.6932,0.0002,0.0992,222.0,4.44,0.87,-0.08,-0.76,3.0,6.0,78.0,3-6-82
646,0.0154,0.0608,0.0136,0.0498,0.0563,0.6895,0.0042,0.1105,161.0,4.8,0.95,0.02,-1.0,3.0,6.0,82.0,3-6-86
647,0.0115,0.048,0.0102,0.0718,0.0659,0.7058,0.0026,0.0842,110.0,4.35,0.73,-0.27,-1.25,3.0,6.0,86.0,3-6-90
648,0.0108,0.0397,0.0088,0.0459,0.0658,0.7416,0.0139,0.0735,104.0,4.28,0.6,-0.37,-1.5,3.0,6.0,90.0,3-6-94
649,0.0093,0.0374,0.0083,0.0233,0.0349,0.7962,0.002,0.0885,21.0,4.17,0.73,-0.19,-1.74,3.0,6.0,94.0,3-7-10
650,0.0296,0.4716,0.053,0.0321,0.036,0.0008,0.0,0.3769,203.0,2.21,4.05,3.81,3.36,3.0,7.0,10.0,3-7-14
651,0.0359,0.5315,0.1002,0.0201,0.0223,0.0018,0.0,0.2881,229.0,2.61,3.61,3.36,3.12,3.0,7.0,14.0,3-7-18
652,0.0419,0.5177,0.0923,0.0369,0.0315,0.0138,0.0,0.2658,235.0,2.7,3.41,3.1,2.87,3.0,7.0,18.0,3-7-22
653,0.0448,0.4772,0.1407,0.0285,0.0281,0.0207,0.0,0.26,210.0,3.05,3.25,2.89,2.62,3.0,7.0,22.0,3-7-26
654,0.0578,0.3872,0.142,0.0332,0.0523,0.0771,0.0,0.2504,228.0,3.18,2.91,2.43,2.38,3.0,7.0,26.0,3-7-30
655,0.0813,0.3239,0.1521,0.0298,0.0473,0.1288,0.0,0.2369,241.0,3.31,2.63,2.07,2.13,3.0,7.0,30.0,3-7-34
656,0.0805,0.2127,0.0691,0.0551,0.0527,0.2883,0.0,0.2415,286.0,3.64,2.32,1.65,1.88,3.0,7.0,34.0,3-7-38
657,0.0513,0.1671,0.0439,0.0427,0.0428,0.4219,0.0,0.2302,310.0,3.95,2.11,1.41,1.64,3.0,7.0,38.0,3-7-42
658,0.049,0.1316,0.0295,0.0517,0.0626,0.4903,0.0,0.1853,289.0,3.7,1.69,0.88,1.39,3.0,7.0,42.0,3-7-46
659,0.0347,0.1162,0.0267,0.0411,0.0767,0.5308,0.0,0.1739,345.0,3.78,1.56,0.73,1.15,3.0,7.0,46.0,3-7-50
660,0.0346,0.1087,0.0244,0.0408,0.0514,0.5813,0.0,0.1587,353.0,3.87,1.43,0.61,0.9,3.0,7.0,50.0,3-7-54
661,0.0351,0.1041,0.0232,0.0557,0.0668,0.5595,0.0,0.1556,411.0,4.1,1.4,0.53,0.65,3.0,7.0,54.0,3-7-58
662,0.023,0.0804,0.0178,0.0481,0.0483,0.6499,0.0001,0.1323,419.0,3.87,1.16,0.28,0.41,3.0,7.0,58.0,3-7-6
663,0.0358,0.5392,0.0325,0.0166,0.0303,0.0015,0.0,0.3441,434.0,1.9,4.02,3.84,3.56,3.0,7.0,6.0,3-7-62
664,0.0248,0.0751,0.0166,0.047,0.0556,0.6665,0.0001,0.1144,502.0,4.0,1.02,0.11,0.16,3.0,7.0,62.0,3-7-66
665,0.0204,0.0697,0.0154,0.0534,0.063,0.6629,0.0002,0.1149,409.0,4.03,1.01,0.08,-0.09,3.0,7.0,66.0,3-7-70
666,0.021,0.0748,0.0166,0.0352,0.0642,0.6687,0.0002,0.1194,393.0,4.4,1.06,0.16,-0.33,3.0,7.0,70.0,3-7-74
667,0.018,0.0634,0.0138,0.044,0.0634,0.6903,0.0001,0.1069,614.0,4.28,0.94,0.0,-0.58,3.0,7.0,74.0,3-7-78
668,0.0181,0.0573,0.0128,0.0428,0.0826,0.6959,0.0002,0.0904,231.0,4.2,0.8,-0.17,-0.82,3.0,7.0,78.0,3-7-82
669,0.0131,0.048,0.0106,0.0616,0.0603,0.7083,0.0013,0.0969,172.0,4.3,0.82,-0.15,-1.07,3.0,7.0,82.0,3-7-86
670,0.0117,0.0462,0.0102,0.0445,0.0618,0.7347,0.0084,0.0825,154.0,4.24,0.7,-0.26,-1.32,3.0,7.0,86.0,3-7-90
671,0.0129,0.0482,0.0107,0.0517,0.0528,0.6962,0.0325,0.0951,87.0,4.63,0.74,-0.18,-1.56,3.0,7.0,90.0,3-7-94
672,0.0112,0.0394,0.0088,0.0241,0.0333,0.7775,0.0365,0.0691,60.0,4.18,0.53,-0.38,-1.81,3.0,7.0,94.0,3-8-10
673,0.0343,0.5545,0.0661,0.0117,0.0232,0.0009,0.0,0.3094,178.0,2.12,3.82,3.63,3.3,3.0,8.0,10.0,3-8-14
674,0.0359,0.5726,0.0902,0.009,0.031,0.0026,0.0,0.2586,209.0,2.52,3.52,3.29,3.05,3.0,8.0,14.0,3-8-18
675,0.0353,0.565,0.0828,0.0168,0.0307,0.0054,0.0,0.2641,220.0,2.58,3.54,3.3,2.8,3.0,8.0,18.0,3-8-22
676,0.0358,0.5172,0.139,0.0343,0.0381,0.0134,0.0,0.2223,243.0,2.7,3.1,2.74,2.56,3.0,8.0,22.0,3-8-26
677,0.0537,0.4181,0.1518,0.0277,0.0434,0.0551,0.0,0.2501,215.0,3.07,3.0,2.56,2.31,3.0,8.0,26.0,3-8-30
678,0.0582,0.3318,0.1294,0.0244,0.0633,0.1561,0.0,0.2368,258.0,3.31,2.65,2.1,2.06,3.0,8.0,30.0,3-8-34
679,0.0749,0.1961,0.0771,0.0496,0.0443,0.3555,0.0,0.2023,232.0,3.3,2.0,1.28,1.82,3.0,8.0,34.0,3-8-38
680,0.0541,0.1346,0.0318,0.0373,0.0597,0.5029,0.0,0.1796,279.0,3.52,1.66,0.87,1.57,3.0,8.0,38.0,3-8-42
681,0.0397,0.1238,0.027,0.0385,0.044,0.5369,0.0,0.1902,270.0,3.65,1.7,0.93,1.33,3.0,8.0,42.0,3-8-46
682,0.0303,0.1134,0.0258,0.0545,0.0615,0.5502,0.0,0.1643,316.0,3.71,1.49,0.65,1.08,3.0,8.0,46.0,3-8-50
683,0.0344,0.0936,0.0216,0.0504,0.0496,0.6147,0.0,0.1357,324.0,3.66,1.23,0.36,0.83,3.0,8.0,50.0,3-8-54
684,0.0271,0.0971,0.0218,0.0471,0.0625,0.6013,0.0,0.143,406.0,3.94,1.29,0.42,0.59,3.0,8.0,54.0,3-8-58
685,0.025,0.0854,0.0193,0.0534,0.0566,0.6239,0.0,0.1364,386.0,3.97,1.21,0.32,0.34,3.0,8.0,58.0,3-8-6
686,0.0407,0.6095,0.0276,0.0125,0.0432,0.0012,0.0,0.2654,338.0,1.92,3.68,3.49,3.42,3.0,8.0,6.0,3-8-62
687,0.0243,0.074,0.0162,0.0417,0.0491,0.6728,0.0001,0.1217,416.0,3.92,1.07,0.18,0.09,3.0,8.0,62.0,3-8-66
688,0.0199,0.0697,0.0154,0.0545,0.0619,0.6674,0.0001,0.1111,454.0,3.99,0.98,0.05,-0.15,3.0,8.0,66.0,3-8-70
689,0.0244,0.063,0.014,0.0412,0.0671,0.6878,0.0001,0.1024,391.0,4.03,0.9,-0.04,-0.4,3.0,8.0,70.0,3-8-74
690,0.0156,0.0555,0.0123,0.0408,0.0743,0.7075,0.0001,0.0941,568.0,3.99,0.82,-0.14,-0.64,3.0,8.0,74.0,3-8-78
691,0.0146,0.0538,0.0119,0.0312,0.056,0.7431,0.0003,0.0891,213.0,4.05,0.78,-0.15,-0.89,3.0,8.0,78.0,3-8-82
692,0.0116,0.0402,0.0088,0.0256,0.0683,0.7774,0.0004,0.0677,172.0,3.73,0.59,-0.38,-1.14,3.0,8.0,82.0,3-8-86
693,0.0094,0.0333,0.0074,0.0327,0.0484,0.7892,0.0101,0.0694,140.0,3.64,0.56,-0.39,-1.38,3.0,8.0,86.0,3-8-90
694,0.0092,0.0351,0.0075,0.0446,0.0536,0.7885,0.0023,0.0592,79.0,3.76,0.51,-0.48,-1.63,3.0,8.0,90.0,3-8-94
695,0.0099,0.0392,0.0086,0.0273,0.0795,0.726,0.0306,0.0788,73.0,4.34,0.61,-0.34,-1.88,3.0,8.0,94.0,3-9-10
696,0.0398,0.6061,0.0393,0.0218,0.0245,0.0003,0.0,0.2682,158.0,2.11,3.69,3.5,3.23,3.0,9.0,10.0,
697,,,3-9-14,0.0344,0.5717,0.067,0.0168,0.031,0.0014,0.0,0.2778,183.0,2.31,3.65,3.44,2.98,3.0
698,9.0,14.0,3-9-18,0.0358,0.4963,0.1219,0.0253,0.0576,0.0117,0.0,0.2514,174.0,2.68,3.24,2.88,2.74,3.0
699,9.0,18.0,3-9-22,0.0343,0.4995,0.1462,0.0229,0.0321,0.0279,0.0,0.237,180.0,2.81,3.15,2.8,2.49,3.0
700,9.0,22.0,3-9-26,0.0416,0.4763,0.1457,0.0383,0.0344,0.0466,0.0,0.2171,196.0,2.91,2.94,2.53,2.24,3.0
701,9.0,26.0,3-9-30,0.079,0.3236,0.1214,0.0568,0.0404,0.1601,0.0,0.2188,187.0,3.02,2.5,1.91,2.0,3.0
702,9.0,30.0,3-9-34,0.0535,0.227,0.0724,0.0398,0.0374,0.3692,0.0,0.2007,218.0,3.28,2.08,1.42,1.75,3.0
703,9.0,34.0,3-9-38,0.0581,0.1402,0.0365,0.045,0.0695,0.4651,0.0,0.1853,221.0,3.33,1.71,0.92,1.5,3.0
704,9.0,38.0,3-9-42,0.0377,0.1277,0.0317,0.0412,0.0542,0.5251,0.0,0.1823,230.0,3.62,1.66,0.87,1.26,3.0
705,9.0,42.0,3-9-46,0.038,0.1152,0.0261,0.0369,0.0451,0.5767,0.0,0.1619,266.0,3.75,1.48,0.67,1.01,3.0
706,9.0,46.0,3-9-50,0.0324,0.0858,0.0193,0.0429,0.0685,0.6231,0.0,0.1279,279.0,3.45,1.15,0.25,0.77,3.0
707,9.0,50.0,3-9-54,0.0284,0.0835,0.0182,0.045,0.05,0.6349,0.0,0.1399,261.0,3.57,1.23,0.36,0.52,3.0
708,9.0,54.0,3-9-58,0.0263,0.0782,0.0176,0.0297,0.0685,0.6627,0.0,0.1169,333.0,3.75,1.05,0.15,0.27,3.0
709,9.0,58.0,3-9-6,0.0345,0.5824,0.051,0.0287,0.0346,0.0033,0.0001,0.2655,194.0,1.92,3.6,3.37,3.29,3.0
710,9.0,6.0,3-9-62,0.0231,0.0725,0.0162,0.0387,0.0607,0.6751,0.0002,0.1133,351.0,3.83,1.01,0.1,0.03,3.0
711,9.0,62.0,3-9-66,0.0212,0.0615,0.0137,0.0382,0.0628,0.6984,0.0001,0.1041,361.0,3.75,0.91,-0.02,-0.22,3.0
712,9.0,66.0,3-9-70,0.017,0.063,0.0139,0.0486,0.0663,0.6797,0.0002,0.1112,300.0,3.88,0.97,0.03,-0.47,3.0
713,9.0,70.0,3-9-74,0.0158,0.0578,0.0129,0.0517,0.0605,0.7011,0.0,0.1002,279.0,3.93,0.87,-0.08,-0.71,3.0
714,9.0,74.0,3-9-78,0.0167,0.0568,0.0126,0.0426,0.0542,0.7198,0.0001,0.0971,413.0,4.02,0.85,-0.09,-0.96,3.0
715,9.0,78.0,3-9-82,0.0173,0.0512,0.0114,0.0432,0.0724,0.7077,0.0071,0.0898,153.0,4.05,0.77,-0.2,-1.2,3.0
716,9.0,82.0,3-9-86,0.0166,0.0442,0.0096,0.0375,0.0477,0.7608,0.0097,0.0738,126.0,3.98,0.63,-0.32,-1.45,3.0
717,9.0,86.0,3-9-90,0.0094,0.0412,0.0093,0.0467,0.0568,0.746,0.0146,0.0759,76.0,3.92,0.62,-0.34,-1.7,3.0
718,9.0,90.0,3-9-94,0.0091,0.0329,0.0073,0.0407,0.0412,0.7743,0.034,0.0604,102.0,3.89,0.45,-0.49,-1.94,3.0
719,9.0,94.0,4-1-1,0.2507,0.3645,0.0067,0.0211,0.0069,0.0012,0.0002,0.3489,496.0,1.12,3.53,3.17,3.66,4.0
720,1.0,1.0,4-1-10,0.1102,0.577,0.0491,0.035,0.0119,0.0006,0.0,0.2161,151.0,2.07,3.24,2.96,3.0,4.0
721,1.0,10.0,4-1-14,0.1147,0.4982,0.1025,0.0163,0.0213,0.001,0.0,0.246,175.0,2.36,3.21,2.88,2.75,4.0
722,1.0,14.0,4-1-18,0.1556,0.4418,0.1192,0.035,0.0197,0.0046,0.0,0.2242,179.0,2.63,2.89,2.45,2.51,4.0
723,1.0,18.0,4-1-2,0.1591,0.4933,0.0137,0.005,0.0046,0.0001,0.0,0.3242,176.0,1.52,3.74,3.52,3.64,4.0
724,1.0,2.0,4-1-22,0.1995,0.4126,0.1502,0.0271,0.0176,0.0084,0.0,0.1846,195.0,2.46,2.53,2.02,2.26,4.0
725,1.0,22.0,4-1-26,0.2384,0.3387,0.1365,0.0218,0.0231,0.0256,0.0,0.2159,173.0,2.92,2.52,1.97,2.01,4.0
726,1.0,26.0,4-1-30,0.2843,0.252,0.0915,0.0391,0.0437,0.0445,0.0,0.245,217.0,3.42,2.47,1.82,1.77,4.0
727,1.0,30.0,4-1-34,0.2632,0.1822,0.0392,0.0528,0.046,0.1708,0.0,0.2458,218.0,3.89,2.26,1.54,1.52,4.0
728,1.0,34.0,4-1-38,0.1985,0.1386,0.0329,0.041,0.0353,0.358,0.0,0.1956,245.0,3.74,1.78,1.01,1.28,4.0
729,1.0,38.0,4-1-42,0.1654,0.0828,0.0186,0.0244,0.0244,0.5577,0.0,0.1268,270.0,2.92,1.13,0.27,1.03,4.0
730,1.0,42.0,4-1-46,0.1057,0.0571,0.0128,0.0164,0.0263,0.6933,0.0,0.0883,260.0,2.49,0.79,-0.12,0.78,4.0
731,1.0,46.0,4-1-50,0.0977,0.0433,0.0096,0.0177,0.0189,0.7482,0.0,0.0647,295.0,2.23,0.58,-0.35,0.54,4.0
732,1.0,50.0,4-1-54,0.059,0.0317,0.007,0.0122,0.016,0.8207,0.0,0.0535,327.0,2.02,0.47,-0.47,0.29,4.0
733,1.0,54.0,4-1-58,0.0542,0.0228,0.005,0.0191,0.0108,0.8509,0.0,0.0372,349.0,1.85,0.33,-0.64,0.04,4.0
734,1.0,58.0,4-1-6,0.1528,0.5221,0.021,0.0123,0.0148,0.0004,0.0,0.2767,180.0,1.86,3.5,3.24,3.53,4.0
735,1.0,6.0,4-1-62,0.0353,0.0213,0.0047,0.0076,0.0107,0.882,0.0,0.0384,295.0,1.86,0.33,-0.62,-0.2,4.0
736,1.0,62.0,4-1-66,0.0404,0.0081,0.0018,0.0074,0.0088,0.9131,0.0,0.0204,262.0,1.43,0.17,-0.81,-0.45,4.0
737,1.0,66.0,4-1-70,0.01,0.0082,0.0018,0.0034,0.0048,0.9411,0.0,0.0307,393.0,1.41,0.24,-0.72,-0.69,4.0
738,1.0,70.0,4-1-74,0.0213,0.0075,0.0017,0.0097,0.0046,0.937,0.0,0.0181,155.0,1.37,0.15,-0.83,-0.94,4.0
739,1.0,74.0,4-1-78,0.0008,0.0033,0.0007,0.0019,0.0026,0.9561,0.0004,0.0341,104.0,1.23,0.25,-0.7,-1.19,4.0
740,1.0,78.0,4-1-82,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.0,1.02,0.0,-0.98,-1.43,4.0
741,1.0,82.0,4-1-86,0.0008,0.0019,0.0004,0.0172,0.0176,0.9572,0.0,0.0049,62.0,1.18,0.04,-0.97,-1.68,4.0
742,1.0,86.0,4-10-10,0.0891,0.7219,0.1514,0.0102,0.0003,0.0,0.0,0.0271,104.0,1.09,2.35,2.05,2.4,4.0
743,10.0,10.0,4-10-14,0.0763,0.7634,0.1142,0.0256,0.0131,0.0,0.0,0.0074,79.0,1.04,2.34,2.04,2.15,4.0
744,10.0,14.0,4-10-18,0.064,0.6669,0.2093,0.0004,0.0095,0.0,0.0,0.0498,110.0,1.05,2.35,2.01,1.9,4.0
745,10.0,18.0,4-10-22,0.0598,0.6035,0.2946,0.0203,0.0012,0.0022,0.0,0.0183,103.0,1.1,1.94,1.48,1.66,4.0
746,10.0,22.0,4-10-26,0.054,0.6012,0.2471,0.0098,0.0104,0.0412,0.0,0.0364,115.0,1.15,2.06,1.62,1.41,4.0
747,10.0,26.0,4-10-30,0.1834,0.3594,0.1932,0.0024,0.0218,0.1948,0.0,0.0449,111.0,1.34,1.39,0.71,1.16,4.0
748,10.0,30.0,4-10-34,0.0968,0.1172,0.1198,0.0335,0.0114,0.5869,0.0,0.0346,130.0,1.35,0.59,-0.33,0.92,4.0
749,10.0,34.0,4-10-38,0.0474,0.0297,0.0053,0.0026,0.0038,0.8838,0.0,0.0274,141.0,1.32,0.28,-0.66,0.67,4.0
750,10.0,38.0,4-10-42,0.0669,0.0122,0.0025,0.008,0.0087,0.8836,0.0,0.0182,157.0,1.23,0.16,-0.82,0.43,4.0
751,10.0,42.0,4-10-46,0.0269,0.0113,0.0026,0.0018,0.0147,0.9278,0.0,0.0151,166.0,1.24,0.14,-0.84,0.18,4.0
752,10.0,46.0,4-10-50,0.0094,0.0061,0.0014,0.0012,0.0101,0.9633,0.0,0.0085,123.0,1.16,0.08,-0.91,-0.07,4.0
753,10.0,50.0,4-10-54,0.0362,0.0074,0.0018,0.0072,0.0022,0.9293,0.0,0.0159,173.0,1.17,0.13,-0.84,-0.31,4.0
754,10.0,54.0,4-10-58,0.0062,0.0021,0.0004,0.0003,0.0003,0.9879,0.0,0.0028,180.0,1.06,0.03,-0.95,-0.56,4.0
755,10.0,58.0,,,,4-10-6,0.0704,0.791,0.0849,0.0007,0.014,0.0,0.0,0.0389,73.0,1.06,2.64
756,2.43,2.29,4.0,10.0,6.0,4-10-62,0.0152,0.0029,0.0007,0.0056,0.0059,0.9558,0.0,0.0139,211.0,1.12,0.11
757,-0.88,-0.81,4.0,10.0,62.0,4-10-66,0.0005,0.0009,0.0002,0.0004,0.0051,0.9727,0.0,0.0202,215.0,1.06,0.14
758,-0.82,-1.05,4.0,10.0,66.0,4-10-70,0.0247,0.0049,0.0011,0.0072,0.0019,0.9294,0.0,0.0307,170.0,1.16,0.23
759,-0.73,-1.3,4.0,10.0,70.0,4-10-74,0.0171,0.0016,0.0004,0.0063,0.001,0.9544,0.0,0.0193,180.0,1.09,0.14
760,-0.83,-1.54,4.0,10.0,74.0,4-10-78,0.0072,0.0017,0.0004,0.004,0.0009,0.9695,0.0,0.0163,296.0,1.08,0.12
761,-0.85,-1.79,4.0,10.0,78.0,4-10-82,0.0,0.0,0.0,0.0,0.0,0.9785,0.0,0.0215,94.0,1.02,0.15
762,-0.81,-2.04,4.0,10.0,82.0,4-10-86,0.0132,0.0,0.0,0.0,0.0,0.9734,0.0,0.0134,77.0,1.03,0.09
763,-0.88,-2.28,4.0,10.0,86.0,4-10-90,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,1.0,0.0
764,-0.98,-2.53,4.0,10.0,90.0,4-10-94,0.0,0.0,0.0,0.0,0.0,0.9699,0.0,0.0301,34.0,1.03,0.21
765,-0.74,-2.78,4.0,10.0,94.0,4-10-99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,1.07,0.0
766,-0.98,-3.08,4.0,10.0,99.0,4-11-10,0.0168,0.8578,0.1051,0.0043,0.0003,0.0,0.0,0.0156,254.0,1.04,2.68
767,2.53,2.33,4.0,11.0,10.0,4-11-14,0.0433,0.8055,0.1352,0.0005,0.0001,0.0,0.0,0.0153,189.0,1.03,2.52
768,2.31,2.08,4.0,11.0,14.0,4-11-18,0.066,0.708,0.194,0.0134,0.0091,0.0001,0.0,0.0094,229.0,1.04,2.19
769,1.84,1.84,4.0,11.0,18.0,4-11-22,0.0379,0.6859,0.2423,0.0111,0.0006,0.0054,0.0,0.0168,187.0,1.05,2.17
770,1.82,1.59,4.0,11.0,22.0,4-11-26,0.0416,0.5812,0.3169,0.0097,0.0055,0.024,0.0,0.0211,224.0,1.1,1.89
771,1.42,1.34,4.0,11.0,26.0,4-11-30,0.0822,0.3563,0.2947,0.0136,0.0069,0.2231,0.0,0.0234,239.0,1.17,1.23
772,0.53,1.1,4.0,11.0,30.0,4-11-34,0.0436,0.139,0.0602,0.0048,0.0102,0.7223,0.0,0.0199,255.0,1.18,0.56
773,-0.31,0.85,4.0,11.0,34.0,4-11-38,0.0343,0.0195,0.0021,0.0009,0.0015,0.9245,0.0,0.0172,281.0,1.16,0.18
774,-0.78,0.61,4.0,11.0,38.0,4-11-42,0.024,0.0092,0.002,0.0013,0.0127,0.9352,0.0001,0.0153,278.0,1.21,0.13
775,-0.84,0.36,4.0,11.0,42.0,4-11-46,0.0321,0.0042,0.0009,0.0007,0.001,0.945,0.0,0.0161,296.0,1.13,0.12
776,-0.85,0.11,4.0,11.0,46.0,4-11-50,0.0124,0.001,0.0002,0.0005,0.0003,0.984,0.0,0.0015,337.0,1.07,0.01
777,-0.97,-0.13,4.0,11.0,50.0,4-11-54,0.0225,0.0021,0.0005,0.0004,0.0035,0.9624,0.0,0.0086,367.0,1.09,0.07
778,-0.91,-0.38,4.0,11.0,54.0,4-11-58,0.0178,0.0021,0.0005,0.0004,0.008,0.9607,0.0,0.0104,411.0,1.1,0.08
779,-0.9,-0.63,4.0,11.0,58.0,4-11-62,0.0079,0.0,0.0,0.0026,0.0,0.9816,0.0,0.0079,385.0,1.01,0.06
780,-0.92,-0.87,4.0,11.0,62.0,4-11-66,0.0104,0.0025,0.0006,0.0008,0.0012,0.9732,0.0,0.0112,419.0,1.12,0.09
781,-0.89,-1.12,4.0,11.0,66.0,4-11-70,0.0133,0.0022,0.0005,0.0027,0.0009,0.9684,0.0,0.0119,475.0,1.1,0.09
782,-0.89,-1.36,4.0,11.0,70.0,4-11-74,0.0079,0.0009,0.0002,0.0052,0.0004,0.981,0.0001,0.0042,407.0,1.08,0.03
783,-0.95,-1.61,4.0,11.0,74.0,4-11-78,0.0066,0.0006,0.0002,0.0001,0.0002,0.985,0.0,0.0073,483.0,1.07,0.05
784,-0.92,-1.86,4.0,11.0,78.0,4-11-82,0.0029,0.0004,0.0001,0.0002,0.0003,0.9927,0.0,0.0035,394.0,1.05,0.03
785,-0.95,-2.1,4.0,11.0,82.0,4-11-86,0.0006,0.0014,0.0003,0.0008,0.0013,0.9704,0.0,0.0253,177.0,1.1,0.18
786,-0.78,-2.35,4.0,11.0,86.0,4-11-90,0.0,0.0,0.0,0.0,0.0,0.982,0.0,0.018,118.0,1.03,0.13
787,-0.84,-2.6,4.0,11.0,90.0,4-11-94,0.0,0.0,0.0,0.0,0.0,0.9766,0.0,0.0234,90.0,1.05,0.16
788,-0.8,-2.84,4.0,11.0,94.0,4-11-99,0.0,0.0,0.0,0.0,0.0,0.9167,0.0417,0.0417,25.0,1.04,0.21
789,-0.69,-3.15,4.0,11.0,99.0,4-16-14,0.0391,0.8101,0.1048,0.0129,0.013,0.0001,0.0,0.0201,80.0,1.08,2.57
790,2.35,1.75,4.0,16.0,14.0,4-16-18,0.0451,0.7656,0.1692,0.0174,0.0,0.0026,0.0,0.0001,115.0,1.02,2.3
791,2.01,1.5,4.0,16.0,18.0,4-16-22,0.0365,0.7294,0.2072,0.0112,0.0003,0.007,0.0,0.0084,91.0,1.07,2.25
792,1.93,1.26,4.0,16.0,22.0,4-16-26,0.013,0.6582,0.2714,0.0126,0.0248,0.0123,0.0,0.0076,82.0,1.05,2.03
793,1.61,1.01,4.0,16.0,26.0,4-16-30,0.0246,0.3939,0.2704,0.012,0.0016,0.2801,0.0,0.0173,93.0,1.17,1.3
794,0.65,0.76,4.0,16.0,30.0,4-16-34,0.0209,0.0906,0.133,0.0001,0.0349,0.7027,0.0,0.0177,115.0,1.07,0.4
795,-0.55,0.52,4.0,16.0,34.0,4-16-38,0.0464,0.0077,0.0095,0.0007,0.0159,0.9128,0.0,0.0071,137.0,1.12,0.07
796,-0.92,0.27,4.0,16.0,38.0,4-16-42,0.0084,0.0012,0.0005,0.0,0.0075,0.9819,0.0,0.0006,140.0,1.05,0.01
